24801,223823,203459,203459,2022-11-08,E,4,28
24800,223823,203459,203459,2022-11-08,S,9,28
24799,223823,203459,203459,2022-11-08,S,4,28
24798,224563,203476,203476,2022-11-08,E,9,14
24797,224563,203476,203476,2022-11-08,S,9,14
24796,224554,203476,203476,2022-11-08,S,4,14
24795,224554,203476,203476,2022-11-08,E,4,14
24794,224734,203476,203476,2022-11-08,S,4,14
24793,224734,203476,203476,2022-11-08,E,4,14
24792,224319,203457,203457,2022-11-08,S,4,28
24791,224319,203457,203457,2022-11-08,E,4,28
24790,224558,203464,203464,2022-11-08,S,4,14
24789,224558,203464,203464,2022-11-08,E,4,0
24788,224676,000052,000052,2022-11-08,S,4,26
24787,224676,000052,000052,2022-11-08,E,4,26
24786,224740,203459,203459,2022-11-08,S,4,13
24785,224740,203459,203459,2022-11-08,E,4,14
24784,224555,203476,203476,2022-11-08,S,4,14
24783,224555,203476,203476,2022-11-08,E,4,14
24782,224663,000052,000052,2022-11-08,S,4,24
24781,224663,000052,000052,2022-11-08,E,4,0
24780,224724,000052,000052,2022-11-08,S,4,23
24779,224724,000052,000052,2022-11-08,E,4,23
24778,224701,203457,203457,2022-11-08,S,4,28
24777,224701,203457,203457,2022-11-08,E,4,28
24776,224661,058050,058050,2022-11-08,S,4,7
24775,224661,058050,058050,2022-11-08,E,4,7
24774,224469,000052,000052,2022-11-08,S,4,26
24773,224469,000052,000052,2022-11-08,E,4,0
24772,224738,058052,058052,2022-11-08,S,4,11
24771,224738,058052,058052,2022-11-08,E,4,11
24770,224453,000052,000052,2022-11-08,S,4,24
24769,224453,000052,000052,2022-11-08,E,4,0
24768,224718,058170,058170,2022-11-08,S,9,6
24767,224389,000052,000052,2022-11-08,S,9,28
24766,224697,000052,000052,2022-11-08,S,9,22
24765,224688,203476,203476,2022-11-08,S,9,14
24764,224688,203476,203476,2022-11-08,E,4,14
24763,224375,000052,000052,2022-11-08,S,9,24
24762,224375,000052,000052,2022-11-08,E,4,28
24761,224707,203457,203457,2022-11-08,S,9,28
24760,224720,058170,058170,2022-11-08,S,9,7
24759,224720,058170,058170,2022-11-08,E,4,7
24758,224716,203476,203476,2022-11-08,S,9,28
